product,name,description,flowerydescription,availability,sku,price
pearl-accessories-chalif-cascade-chain-yellow-gold,Chalif Cascade Chain - Yellow Gold,"Paspaley chain with 18kt yellow gold key ends. Length 42cm, width 2.7mm. Pearl sold separately.","This necklace features woven strands of delicate yellow gold. Pair with your favourite Paspaley clasp to create your unique look.

    	
		Paspaley chain with 18kt yellow gold key ends. Length 42cm, width 2.7mm. Pearl sold separately.",In stock,SKU    C00C80Y2742,"AUD 3,880.00"
pearl-accessories-coral-red-silk-rope,Coral Red Silk Rope,Paspaley Coral Red Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in coral red. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Coral Red Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N01Y,AUD 500.00
pearl-accessories-eucalyptus-silk-rope,Eucalyptus Silk Rope,Paspaley Eucalyptus Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in eucalyptus. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Eucalyptus Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N06Y,AUD 500.00
pearl-accessories-fine-key-end-nitrile-white-gold,Fine Key End Nitrile - White Gold,"Paspaley nitrile cord featuring 18kt white gold key ends, width 3mm. Pearl sold separately.","This nitrile cord is perfectly finished with white gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley nitrile cord featuring 18kt white gold key ends, width 3mm. Pearl sold separately.",In stock,SKU    DC00C50W30,AUD 460.00
pearl-accessories-fine-key-end-nitrile-yellow-gold,Fine Key End Nitrile - Yellow Gold,"Paspaley nitrile cord featuring 18kt yellow gold key ends, width 3mm. Pearl sold separately.","This nitrile cord is perfectly finished with yellow gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley nitrile cord featuring 18kt yellow gold key ends, width 3mm. Pearl sold separately.",In stock,SKU    DC00C50Y30,AUD 460.00
pearl-accessories-fine-mirror-trace-chain-rose-gold,Fine Mirror Trace Chain - Rose Gold,"Paspaley chain in 18kt rose gold, with 6 white diamonds on clasp (0.03ct), chain width 1.3mm.","This classic rose gold chain features a mirror-like finish and precious diamond clasp.

    	
		Paspaley chain in 18kt rose gold, with 6 white diamonds on clasp (0.03ct), chain width 1.3mm.",In stock,SKU    DC00C00R16,AUD 730.00
pearl-accessories-fine-mirror-trace-chain-white-gold,Fine Mirror Trace Chain - White Gold,"Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct), width 1.3mm.","This classic white gold chain features a mirror-like finish and elegant diamond clasp.

    	
		Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct), width 1.3mm.",In stock,SKU    DC00C00W16,AUD 730.00
pearl-accessories-fine-mirror-trace-chain-yellow-gold,Fine Mirror Trace Chain - Yellow Gold,"Paspaley chain in 18kt yellow gold, with 6 white diamonds on clasp (0.03ct), width 1.3mm.","This classic yellow gold chain features a mirror-like finish and elegant diamond clasp.

    	
		Paspaley chain in 18kt yellow gold, with 6 white diamonds on clasp (0.03ct), width 1.3mm.",In stock,SKU    DC00C00Y16,AUD 730.00
pearl-accessories-long-trace-chain-white-gold,Long Trace Chain - White Gold,"Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct). Length 80cm, width 1.5mm.","This beautiful white gold chain features a diamond clasp. The ideal length for a contemporary look.

    	
		Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct). Length 80cm, width 1.5mm.",In stock,SKU    C12C01W1580,"AUD 1,390.00"
pearl-accessories-night-sky-silk-rope,Night Sky Silk Rope,Paspaley Night Sky Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in night sky. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Night Sky Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N03Y,AUD 500.00
pearl-accessories-nitrile-bayonet-clasp-white-gold,Nitrile Bayonet Clasp - White Gold,"Paspaley nitrile cord featuring 18kt white gold bayonet clasp, width 3mm. Pendant sold separately.","This nitrile cord is perfectly finished with white gold bayonet clasp, which can be worn with your favourite pearl pendant.

    	
		Paspaley nitrile cord featuring 18kt white gold bayonet clasp, width 3mm. Pendant sold separately.",In stock,SKU    DC00C55W30,AUD 460.00
pearl-accessories-nitrile-bayonet-clasp-yellow-gold,Nitrile Bayonet Clasp - Yellow Gold,"Paspaley nitrile cord featuring 18kt yellow gold bayonet clasp, width 3mm. Pendant sold separately.","This nitrile cord is perfectly finished with a yellow gold bayonet clasp, which can be worn with your favourite pearl.

    	
		Paspaley nitrile cord featuring 18kt yellow gold bayonet clasp, width 3mm. Pendant sold separately.",In stock,SKU    DC00C55Y30,AUD 460.00
pearl-accessories-ochre-silk-rope,Ochre Silk Rope,Paspaley Ochre Silk Rope in 750 Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in ochre. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Ochre Silk Rope in 750 Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N07Y,AUD 500.00
pearl-accessories-omega-chain-white-gold,Omega Chain - White Gold,"Paspaley chain in 18kt white gold, width 1.5mm.","Effortlessly versatile, this ridged white gold omega chain can be worn alone or with your favourite pearl pendant.

    	
		Paspaley chain in 18kt white gold, width 1.5mm.",In stock,SKU    DC00C70W15,"AUD 1,780.00"
pearl-accessories-omega-chain-yellow-gold,Omega Chain - Yellow Gold,"Paspaley chain in 18kt yellow gold, width 1.5mm. Pendant sold separately.","Effortlessly versatile, this ridged yellow gold omega chain can be worn alone or with your favourite pearl pendant for a modern touch..

    	
		Paspaley chain in 18kt yellow gold, width 1.5mm. Pendant sold separately.",In stock,SKU    DC00C70Y15,"AUD 1,680.00"
pearl-accessories-paspaley-mother-of-pearl-shell,Paspaley Mother-of-Pearl shell,Paspaley Australian South Sea Mother of Pearl Shell.,"A touch of luxury. This is the rare Pinctada maxima shell which creates our beautiful pearls. The perfect gift for you or someone special.

    	
		Paspaley Australian South Sea Mother of Pearl Shell.",In stock,SKU    C00A01,AUD 100.00
pearl-accessories-pearl-cufflinks-white-gold,Pearl Cufflinks - White Gold,"Paspaley cufflinks featuring two, 11-12mm baroque keshi pearls set in 18kt white gold.","Add a unique touch to your look with a pair of beautiful Paspaley cufflinks. Also available in yellow gold.

    	
		Paspaley cufflinks featuring two, 11-12mm baroque keshi pearls set in 18kt white gold.",In stock,SKU    C00A01WKB12,"AUD 3,880.00"
pearl-accessories-purple-orchid-silk-rope,Purple Orchid Silk Rope,Paspaley Purple Orchid Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in purple orchid. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Purple Orchid Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N05Y,AUD 500.00
pearl-accessories-sea-blue-silk-rope,Sea Blue Silk Rope,Paspaley Sea Blue Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in sea blue. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Sea Blue Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N04Y,AUD 500.00
pearl-accessories-thin-leather-cascade-blue,Thin Leather Cascade - Blue,"Paspaley leather cascade in blue with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.","This nitrile cord in rich blue leather, is perfectly finished with yellow gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley leather cascade in blue with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.",In stock,SKU    C18C51B3042,AUD 490.00
pearl-accessories-thin-leather-cascade-brown,Thin Leather Cascade - Brown,"Paspaley leather cascade in brown with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.","This nitrile cord in classic brown leather, is perfectly finished with yellow gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley leather cascade in brown with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.",In stock,SKU    C18C51N3042,AUD 490.00
pearl-accessories-thin-leather-cascade-taupe,Thin Leather Cascade - Taupe,"Paspaley leather cascade in taupe with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.","This nitrile cord in classic taupe leather, is perfectly finished with yellow gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley leather cascade in taupe with 18kt yellow gold key ends. Length 42cm, width 3mm. Pearl sold separately.",In stock,SKU    C18C51T3042,AUD 490.00
pearl-accessories-wetsuit-black-silk-rope,Wetsuit Black Silk Rope,Paspaley Wetsuit Black Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.,"There is a playful elegance to the Paspaley silk rope necklace in wetsuit black. Crafted from 100% pure Japanese silk with 18kt gold hardware, this vibrant design is inspired by the nautical ropes used on our pearling ships. Personalise the versatile silk rope necklace by pairing it with your favourite Paspaley pearl pendant, for a contemporary look.

    	
		Paspaley Wetsuit Black Silk Rope in 18kt Yellow Gold. Length 120cm. Pearl sold separately.",In stock,SKU    B20N02Y,AUD 500.00
pearl-bracelets-circlé-strand-bracelet,Circlé - Strand Bracelet,"Paspaley strand bracelet, 19cm length, featuring 17, 10-11mm circlé pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.","This circle strand bracelet has been expertly matched in colour, size, shape and lustre by our skilled graders. A brilliant cut diamond is set seamlessly in the end pearl to compliment the bracelet.

    	
		Paspaley strand bracelet, 19cm length, featuring 17, 10-11mm circlé pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SKU    SBPC1011063,"AUD 5,980.00"
pearl-bracelets-coral-red-silk-bracelet-circle,Coral Red Silk Bracelet - Circle,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in red silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable circle Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm circlé pearl in red silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    DB20B01MX10,AUD 980.00
pearl-bracelets-coral-red-silk-bracelet-round,Coral Red Silk Bracelet - Round,"Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in red silk.
Small max length 18.5cm
Large max length 20cm","Inspired by the nautical ropes used on our pearling ships, this contemporary design features a detachable semi-round Paspaley Pearl, allowing you to tailor your look with different coloured silks and pearls in the collection.

The bracelet is available in two sizes and can be adjusted to suit your wrist by knotting the silk and using the slider to secure the pearl.

    	
		Paspaley bracelet in 18kt yellow gold featuring one detachable, 10-12mm semi round pearl in red silk.
Small max length 18.5cm
Large max length 20cm",In stock,SKU    DB20B01PS10,"AUD 2,380.00"
pearl-bracelets-delfini-smooth-strand-bracelet,DELFINI SMOOTH STRAND BRACELET,"Delfini Strand Bracelet featuring 12-15mm pearls in a variety of smooth and circlé shapes. Length 18-21cm.
Created by nature, no two pearls are the same. Your Delfini bracelet has a unique selection of pearls and may differ slightly from the online images.","The Delfini Strand bracelet combines an appealing array of Paspaley South Sea pearls – specifically selected for their interesting shapes, and colour. Identified by a unique rose gold hallmark featuring two dolphins, this bracelet is an ode to oceanic beauty.

    	
		Delfini Strand Bracelet featuring 12-15mm pearls in a variety of smooth and circlé shapes. Length 18-21cm.
Created by nature, no two pearls are the same. Your Delfini bracelet has a unique selection of pearls and may differ slightly from the online images.",Out of stock,SKU    SBDESM002,"AUD 4,880.00"
pearl-bracelets-delfini-strand-bracelet--petite,DELFINI STRAND BRACELET- PETITE,"Delfini Strand Bracelet featuring a collection of 9-12mm pearls in a variety of smooth and circlé shapes. Length 18-20cm. Created by nature, no two pearls are the same. Your Delfini bracelet has a unique selection of pearls and may differ slightly from the online images.","The Delfini Strand bracelet combines an appealing array of Paspaley South Sea pearls – specifically selected for their interesting shapes, and colour. Identified by a unique rose gold hallmark featuring two dolphins, this bracelet is an ode to oceanic beauty.

    	
		Delfini Strand Bracelet featuring a collection of 9-12mm pearls in a variety of smooth and circlé shapes. Length 18-20cm. Created by nature, no two pearls are the same. Your Delfini bracelet has a unique selection of pearls and may differ slightly from the online images.",In stock,SKU    SBDELF001,"AUD 2,980.00"
